tab	measurements
citations	location	sample	site	specimen	experiment	instrument_codes	method_codes	magic_software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	Puff Island	Puf1-5	Puf1-5	Puf1-5a	Puf1-5a:LP-DIR-T	hargrave 2016-05-18 12:20:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	274.1		g	 19.3 	4.08e-06	16	1	5.87e-08	3.70e-08	3.21e-08	u	273	0	0	0.00	-90.00	  853.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-04-08 17:35:32	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.9	028.4		g	 28.6 	9.05e-06	1	1	1.05e-07	2.36e-07	1.43e-07	u	273	0	0	0.00	-90.00	273
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-04-11 17:58:46	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	027.9		g	 28.4 	9.07e-06	2	1	8.79e-08	1.80e-07	1.46e-07	u	273	0	0	0.00	-90.00	77
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-04-18 10:30:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	026.5		g	 28.0 	9.03e-06	3	1	9.14e-08	2.05e-07	1.55e-07	u	273	0	0	0.00	-90.00	  373.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-04-18 17:43:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	026.4		g	 26.1 	9.18e-06	4	1	8.94e-08	1.78e-07	1.57e-07	u	273	0	0	0.00	-90.00	  473.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-04-19 13:31:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	028.3		g	 25.5 	9.11e-06	5	1	8.32e-08	1.27e-07	1.91e-07	u	273	0	0	0.00	-90.00	  573.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-04-25 13:17:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	026.3		g	 25.4 	7.73e-06	6	1	1.08e-07	1.01e-07	1.45e-07	u	273	0	0	0.00	-90.00	  623.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-04-26 10:12:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	026.9		g	 25.0 	6.85e-06	7	1	8.50e-08	7.62e-08	1.37e-07	u	273	0	0	0.00	-90.00	  673.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-04-26 17:43:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	026.7		g	 24.8 	6.34e-06	8	1	7.76e-08	6.04e-08	1.15e-07	u	273	0	0	0.00	-90.00	  723.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-05-02 14:34:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	026.3		g	 24.7 	6.16e-06	9	1	8.76e-08	6.31e-08	1.33e-07	u	273	0	0	0.00	-90.00	  748.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-05-02 20:58:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	026.3		g	 24.7 	6.05e-06	10	1	6.61e-08	5.78e-08	1.02e-07	u	273	0	0	0.00	-90.00	  773.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-05-03 19:53:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	027.2		g	 24.7 	5.87e-06	11	1	7.56e-08	6.22e-08	1.07e-07	u	273	0	0	0.00	-90.00	  798.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-05-12 15:33:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	026.2		g	 24.6 	5.57e-06	12	1	6.90e-08	1.07e-07	9.50e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-05-16 13:11:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	024.6		g	 24.6 	5.30e-06	13	1	8.32e-08	7.61e-08	8.94e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-05-16 19:12:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	026.8		g	 24.7 	5.03e-06	14	1	6.08e-08	5.27e-08	9.09e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-05-17 15:29:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	026.4		g	 24.6 	4.84e-06	15	1	6.36e-08	4.90e-08	8.70e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Puff Island	Puf1-6	Puf1-6	Puf1-6a	Puf1-6a:LP-DIR-T	hargrave 2016-05-18 12:21:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	027.4		g	 24.7 	4.65e-06	16	1	6.16e-08	4.85e-08	8.92e-08	u	273	0	0	0.00	-90.00	  853.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-04-08 17:37:04	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.3	034.0		g	 42.2 	5.69e-06	1	1	6.96e-08	8.58e-08	7.31e-08	u	273	0	0	0.00	-90.00	273
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-04-11 18:00:18	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	033.5		g	 42.2 	5.70e-06	2	1	1.02e-07	7.25e-08	7.38e-08	u	273	0	0	0.00	-90.00	77
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-04-18 10:31:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	033.2		g	 41.7 	5.65e-06	3	1	8.47e-08	9.76e-08	7.90e-08	u	273	0	0	0.00	-90.00	  373.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-04-18 17:44:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	032.1		g	 40.7 	5.72e-06	4	1	8.48e-08	1.75e-07	7.76e-08	u	273	0	0	0.00	-90.00	  473.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-04-19 13:32:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	034.0		g	 40.1 	5.76e-06	5	1	6.58e-08	1.22e-07	9.05e-08	u	273	0	0	0.00	-90.00	  573.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-04-25 13:18:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	031.9		g	 39.9 	5.40e-06	6	1	9.21e-08	7.68e-08	8.00e-08	u	273	0	0	0.00	-90.00	  623.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-04-26 10:15:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	034.0		g	 39.6 	4.70e-06	7	1	7.99e-08	1.27e-07	7.56e-08	u	273	0	0	0.00	-90.00	  673.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-04-26 17:44:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	034.7		g	 39.4 	4.17e-06	8	1	6.57e-08	9.71e-08	6.60e-08	u	273	0	0	0.00	-90.00	  723.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-05-02 14:37:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	034.4		g	 39.5 	3.97e-06	9	1	9.05e-08	5.02e-08	8.37e-08	u	273	0	0	0.00	-90.00	  748.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-05-02 20:59:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	034.7		g	 39.1 	3.89e-06	10	1	5.73e-08	9.04e-08	6.36e-08	u	273	0	0	0.00	-90.00	  773.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-05-03 19:55:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	033.5		g	 39.1 	3.78e-06	11	1	5.29e-08	8.75e-08	5.84e-08	u	273	0	0	0.00	-90.00	  798.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-05-12 15:35:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	033.0		g	 39.4 	3.63e-06	12	1	8.57e-08	7.34e-08	5.49e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-05-16 13:13:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	032.4		g	 39.0 	3.53e-06	13	1	5.48e-08	4.95e-08	5.18e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-05-16 19:15:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	033.1		g	 39.2 	3.38e-06	14	1	5.36e-08	6.82e-08	5.29e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-05-17 15:31:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	033.6		g	 39.0 	3.27e-06	15	1	5.28e-08	7.64e-08	5.07e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Puff Island	Puf1-7	Puf1-7	Puf1-7a	Puf1-7a:LP-DIR-T	hargrave 2016-05-18 12:23:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	033.4		g	 39.3 	3.14e-06	16	1	7.67e-08	6.04e-08	5.20e-08	u	273	0	0	0.00	-90.00	  853.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-04-08 17:38:35	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.1	339.4		g	 35.8 	5.56e-06	1	1	4.65e-08	9.57e-08	3.69e-08	u	273	0	0	0.00	-90.00	273
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-04-11 18:01:49	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    0.8	339.2		g	 35.7 	5.56e-06	2	1	4.20e-08	6.47e-08	3.66e-08	u	273	0	0	0.00	-90.00	77
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-04-18 10:32:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	341.9		g	 35.3 	5.51e-06	3	1	6.89e-08	1.88e-07	4.36e-08	u	273	0	0	0.00	-90.00	  373.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-04-18 17:47:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.3	340.6		g	 34.2 	5.59e-06	4	1	8.50e-08	2.07e-07	4.49e-08	u	273	0	0	0.00	-90.00	  473.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-04-19 13:34:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.9	339.8		g	 33.4 	5.66e-06	5	1	4.59e-08	6.21e-08	5.39e-08	u	273	0	0	0.00	-90.00	  573.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-04-25 13:20:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	337.0		g	 33.3 	5.40e-06	6	1	6.53e-08	1.14e-07	5.36e-08	u	273	0	0	0.00	-90.00	  623.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-04-26 10:17:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	339.7		g	 33.6 	4.57e-06	7	1	6.44e-08	1.11e-07	4.52e-08	u	273	0	0	0.00	-90.00	  673.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-04-26 17:46:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	339.7		g	 33.3 	4.05e-06	8	1	4.23e-08	5.34e-08	4.04e-08	u	273	0	0	0.00	-90.00	  723.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-05-02 14:38:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	339.0		g	 33.2 	3.89e-06	9	1	4.25e-08	1.18e-07	4.53e-08	u	273	0	0	0.00	-90.00	  748.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-05-02 21:01:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	338.7		g	 33.4 	3.79e-06	10	1	3.97e-08	5.48e-08	3.05e-08	u	273	0	0	0.00	-90.00	  773.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-05-03 19:56:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	340.7		g	 33.9 	3.64e-06	11	1	3.57e-08	4.74e-08	3.53e-08	u	273	0	0	0.00	-90.00	  798.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-05-12 15:36:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	337.8		g	 34.0 	3.46e-06	12	1	3.24e-08	4.60e-08	2.90e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-05-16 13:14:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	340.8		g	 33.7 	3.30e-06	13	1	3.73e-08	5.96e-08	3.04e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-05-16 19:16:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	339.2		g	 33.6 	3.14e-06	14	1	3.16e-08	4.33e-08	2.72e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-05-17 15:32:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	341.7		g	 33.6 	2.99e-06	15	1	3.45e-08	4.34e-08	2.88e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Puff Island	Puf1-8	Puf1-8	Puf1-8a	Puf1-8a:LP-DIR-T	hargrave 2016-05-18 12:24:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	338.5		g	 33.9 	2.85e-06	16	1	2.48e-08	4.59e-08	2.77e-08	u	273	0	0	0.00	-90.00	  853.0
