zircon,206Pb/238U,206Pb/238U_2sigma,207Pb/206Pb,207Pb/206Pb_2sigma,corr_coeff,perc_disc,include
z1      ,1105.44478,0.687813018,1106.994961,3.201550685,0.428451967,0.159026999,yes
z2      ,1105.504922,0.456200237,1107.834389,1.886494799,0.490715893,0.228919258,yes
z3      ,1105.755822,0.94457975,1104.658971,4.077268782,0.446368458,-0.080273328,yes
z4      ,1105.26646,1.366073868,1104.724125,7.889353778,0.376228335,-0.030287044,yes
z5      ,1106.18172,0.85697308,1107.078144,1.694368984,0.71927423,0.099959899,yes
z6      ,1108.411461,1.168486173,1117.138676,16.27553802,0.27433021,0.799491438,no
