,site_info,,,,,,,,,,,,,,,,,,,,,
site_id,GB13-,,,,,,,,,,,,,,,,,,,,,
site_name,GB13-,,,,,,,,,,,,,,,,,,,,,
site_lat,47.148449,(•_N),,,,,,,,,,,,,,,,,,,,
site_long,-91.476736,(•_E),,,,,,Sun Compass Information,,,,,,,,,Calculated Fields,,,,,
site_elevation,0,,,,,,,,,,,,,,,,,,,,,
sample_name,comment,strat_level,magnetic_core_strike,core_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_core_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec,core_strike,corrected_bedding_strike
1a,mag compass orientation (IGRF corrected),235.1,154,64.0,22.2,9.5,yes,nan,-5.0,2015.0,7.0,31.0,1.0,1.0,1.0,nan,nan,[358.5334211273626; 73.21057235591168; 56267.783223531645],-1.46657887264,insufficient data,152.5,20.7
2a,mag compass orientation (IGRF corrected),235.3,145,76.0,22.2,9.5,yes,nan,-5.0,2015.0,7.0,31.0,1.0,1.0,1.0,nan,nan,[358.5334211273626; 73.21057235591168; 56267.783223531645],-1.46657887264,insufficient data,143.5,20.7
3a,mag compass orientation (IGRF corrected),235.4,150,81.0,22.2,9.5,yes,nan,-5.0,2015.0,7.0,31.0,1.0,1.0,1.0,nan,nan,[358.5334211273626; 73.21057235591168; 56267.783223531645],-1.46657887264,insufficient data,148.5,20.7
4a,mag compass orientation (IGRF corrected),235.5,186,78.0,22.2,9.5,yes,nan,-5.0,2015.0,7.0,31.0,1.0,1.0,1.0,nan,nan,[358.5334211273626; 73.21057235591168; 56267.783223531645],-1.46657887264,insufficient data,184.5,20.7
5a,mag compass orientation (IGRF corrected),235.05,118,67.0,22.2,9.5,yes,nan,-5.0,2015.0,7.0,31.0,1.0,1.0,1.0,nan,nan,[358.5334211273626; 73.21057235591168; 56267.783223531645],-1.46657887264,insufficient data,116.5,20.7
6a,mag compass orientation (IGRF corrected),235.4,123,48.0,22.2,9.5,yes,nan,-5.0,2015.0,7.0,31.0,1.0,1.0,1.0,nan,nan,[358.5334211273626; 73.21057235591168; 56267.783223531645],-1.46657887264,insufficient data,121.5,20.7
7a,mag compass orientation (IGRF corrected),235.45,70,21.0,22.2,9.5,yes,nan,-5.0,2015.0,7.0,31.0,1.0,1.0,1.0,nan,nan,[358.5334211273626; 73.21057235591168; 56267.783223531645],-1.46657887264,insufficient data,68.5,20.7
8a,mag compass orientation (IGRF corrected),235.6,97,53.0,22.2,9.5,yes,nan,-5.0,2015.0,7.0,31.0,1.0,1.0,1.0,nan,nan,[358.5334211273626; 73.21057235591168; 56267.783223531645],-1.46657887264,insufficient data,95.5,20.7
